Servidor_IP,Pais,ISP,Modo_Servidor,Version,Online,Max,Muestra,Premium_Muestra,NoPremium_Muestra,Nuevos_Jugadores,Icono
mc.skyblade.pro,Germany,NETKONECT,DESCONOCIDO,Supporting: 1.20 - 1.21,0,30,0,0,0,0,mc.skyblade.pro.png
play.u3002.com,Hong Kong,ComsenzNet,DESCONOCIDO,Velocity 1.7.2-1.21.10,0,128,0,0,0,0,play.u3002.com.png
giftmc.ddns.net,Malaysia,TM TECHNOLOGY SERVICES SDN BHD,DESCONOCIDO,Paper 1.21.10,0,100,0,0,0,0,
koridai.com,Canada,Oracle Corporation,DESCONOCIDO,Paper 1.21.8,0,100,0,0,0,0,
terradax.apexmc.co:25684,United States,"Servers.com, Inc.",DESCONOCIDO,1.12.2,0,9999,0,0,0,0,terradax.apexmc.co_25684.png
play.broomstix.net,United States,AME Hosting LLC,DESCONOCIDO,Paper 1.21.10,0,32,0,0,0,0,play.broomstix.net.png
mc.cubicxp.net,Canada,TCPShield,PREMIUM,"Waterfall 1.8.x, 1.9.x, 1.10.x, 1.11.x, 1.12.x, 1.13.x, 1.14.x, 1.15.x, 1.16.x, 1.17.x, 1.18.x, 1.19.x, 1.20.x",0,250,0,0,0,0,mc.cubicxp.net.png
mythic.arsonsetups.com,France,Contabo GmbH,NO-PREMIUM,FlameCord 1.7.x-1.21.x,0,1000,17,0,0,0,mythic.arsonsetups.com.png
cots.mysrv.us,Singapore,OVH SAS,PREMIUM,BungeeCord 1.8.x-1.21.x,0,40,0,0,0,0,cots.mysrv.us.png
play.orioncraft.org,Germany,Hetzner Online GmbH,DESCONOCIDO,Velocity 1.7.2-1.21.7,0,250,0,0,0,0,play.orioncraft.org.png
play.mindbuzz.com.au:25565,Australia,OVH SAS,PREMIUM,BungeeCord 1.8.x-1.21.x,0,1000,0,0,0,0,play.mindbuzz.com.au_25565.png
play.chainlinkminecraft.com,The Netherlands,Blockchain Creek B.V.,PREMIUM,Velocity 1.7.2-1.21.4,0,500,0,0,0,0,
southhollow.us,Canada,OVH SAS,DESCONOCIDO,Velocity 1.7.2-1.21.10,0,420,0,0,0,0,southhollow.us.png
mp.originsmp.net,Canada,TCPShield,DESCONOCIDO,BlockyVelocity 1.21-1.21.10,0,200,6,6,0,6,mp.originsmp.net.png
play.sivils.net,United States,Sparked Host LLC,DESCONOCIDO,Velocity 1.7.2-1.21.10,0,500,0,0,0,0,play.sivils.net.png
bmbc.apexmc.co,The Netherlands,marbis GmbH,DESCONOCIDO,Spigot 1.20.1,0,1337,0,0,0,0,bmbc.apexmc.co.png
supahfreshtv.ddns.net,United States,Highland Communication Services,DESCONOCIDO,Paper 1.21.10,0,500,0,0,0,0,supahfreshtv.ddns.net.png
play.spartacube.fr:25565,Germany,Zenlayer Inc,DESCONOCIDO,Velocity 1.7.2-1.21.8,0,100,0,0,0,0,play.spartacube.fr_25565.png
settlescape.org,United States,Kamatera,DESCONOCIDO,Paper 1.17.1,0,25,0,0,0,0,settlescape.org.png
Thiccmc.com,Singapore,Oracle Corporation,DESCONOCIDO,§cGoodbye!,0,0,2,0,0,0,Thiccmc.com.png
wafflessmp.mcserver.us,United States,"Interserver, Inc",DESCONOCIDO,Paper 1.21.1,0,70,0,0,0,0,wafflessmp.mcserver.us.png
mc.kingscraft.co.uk,Germany,ZAP-Hosting GmbH,DESCONOCIDO,Velocity 1.7.2-1.21.10,0,1,0,0,0,0,mc.kingscraft.co.uk.png
huitsinnevada.fi,Sweden,Oracle Corporation,DESCONOCIDO,Velocity 1.7.2-1.21,0,1210,4,4,0,1,huitsinnevada.fi.png
2b2t.jp:25565,Japan,Oracle Corporation,PREMIUM,Vanilla 1.12.2,0,100,0,0,0,0,
play.thepurgecraft.com,France,OVH SAS,DESCONOCIDO,Purpur 1.20.2,0,60,0,0,0,0,play.thepurgecraft.com.png
game.hcmc.top:41164,China,Hangzhou Alibaba Advertising Co,DESCONOCIDO,§d鼠标放介里§8 §a§l►§b§l►§c§l►§d§l► §a§l0§7/§f§l200,0,200,10,10,0,10,game.hcmc.top_41164.png
nornia.net,United States,HostVenom LLC,DESCONOCIDO,1.21.1,0,15,0,0,0,0,nornia.net.png
uwu.bedrockhost.pl,Germany,Hetzner Online GmbH,NO-PREMIUM,"Purpur 1.7.x, 1.7.2, 1.7.3, 1.7.4, 1.7.5, 1.7.6, 1.7.7, 1.7.8, 1.7.9, 1.7.10, 1.8.x, 1.8, 1.8.1, 1.18.2, 1.8.3, 1.8.4, 1.8.5, 1.8.6, 1.8.7, 1.8.8, 1.8.9, 1.9.x, 1.9, 1.9.1, 1.9.2, 1.9.3, 1.9.4, 1.10.x, 1.10, 1.10.1, 1.10.2, 1.11.x, 1.11, 1.11.1, 1.11.2, 1.12.x, 1.12, 1.12.1, 1.12.2, 1.13.x, 1.13, 1.13.1, 1.13.2, 1.14.x, 1.14, 1.14.1, 1.14.2, 1.14.3, 1.14.4, 1.15.x, 1.15, 1.15.1, 1.15.2, 1.16.x, 1.16, 1.16.1, 1.16.2, 1.16.3, 1.16.4, 1.16.5, 1.17.x, 1.17, 1.17.1, 1.18.x, 1.18, 1.18.1, 1.18.2, 1.19.x, 1.19, 1.19.1, 1.19.2, 1.19.3, 1.19.4, 1.20.x, 1.20, 1.20.1, 1.20.2, 1.20.3, 1.20.4, 1.20.5, 1.20.6, 1.21.x, 1.21, 1.21.1, 1.21.2, 1.21.3, 1.21.4, 1.21.5, 1.21.6, 1.21.7, 1.21.8, 1.21.9, 1.21.10, 1.21.11 1.21.10",0,100,0,0,0,0,uwu.bedrockhost.pl.png
thisisartunion.com,Canada,TCPShield,ERROR,"Waterfall 1.20, 1.20.1, 1.20.2, 1.20.4, 1.20.5, 1.20.6, 1.21",0,1000,0,0,0,0,thisisartunion.com.png
play.boyzsmp.lol,Norway,Altibox,PREMIUM,BungeeCord 1.8.x-1.21.x,0,2024,0,0,0,0,play.boyzsmp.lol.png
play.benderplay.com:25565,Canada,TCPShield,PREMIUM,"Waterfall 1.8.x, 1.9.x, 1.10.x, 1.11.x, 1.12.x, 1.13.x, 1.14.x, 1.15.x, 1.16.x, 1.17.x, 1.18.x, 1.19.x, 1.20.x, 1.21.x",0,1000,0,0,0,0,play.benderplay.com_25565.png
Marknesse.com,The Netherlands,KPN B.V,DESCONOCIDO,1.21.4,0,20,0,0,0,0,Marknesse.com.png
game.nativecraft.ru,Poland,SEBEK sp. z o.o,DESCONOCIDO,§c BotFilter 1.12.x-1.18.x,0,500,0,0,0,0,
play.seventhmirror.net,United States,AME Hosting LLC,DESCONOCIDO,Purpur 1.20.1,0,100,0,0,0,0,play.seventhmirror.net.png
play.theforgedkingdom.com,Unknown,Unknown,ERROR,Velocity 1.7.2-1.20.2,0,100,0,0,0,0,play.theforgedkingdom.com.png
play.compbuildredux.net,Unknown,Unknown,DESCONOCIDO,Paper 1.21.8,0,100,0,0,0,0,play.compbuildredux.net.png
glowingghost.de,Unknown,Unknown,DESCONOCIDO,Paper 1.21.4,0,64,0,0,0,0,glowingghost.de.png
play.minecraftlovers.com,Unknown,Unknown,DESCONOCIDO,Paper 1.21.10,0,100,0,0,0,0,play.minecraftlovers.com.png
mc.emortal.dev:25565,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,0,500,0,0,0,0,mc.emortal.dev_25565.png
mc.moddedverse.com,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,0,123,0,0,0,0,mc.moddedverse.com.png
mc.almighty.pro,Unknown,Unknown,DESCONOCIDO,§c1.8-1.21.6,0,500,0,0,0,0,mc.almighty.pro.png
missionprison.net,Unknown,Unknown,PREMIUM,BungeeCord 1.8.x-1.21.x,0,100,0,0,0,0,missionprison.net.png
mc.terraop.us,Unknown,Unknown,ERROR,Velocity 1.7.2-1.20.2,0,60,0,0,0,0,mc.terraop.us.png
spil.sufosmc.dk,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.4,0,50,0,0,0,0,spil.sufosmc.dk.png
anarchiamc.pl,Unknown,Unknown,NO-PREMIUM,AnarchiaMC.pl,0,60,0,0,0,0,
play.bits.team,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,0,25,0,0,0,0,play.bits.team.png
2b2t.town,Unknown,Unknown,DESCONOCIDO,Paper 1.21.5,0,20,0,0,0,0,
play.rodion-network.com,Unknown,Unknown,NO-PREMIUM,Velocity 1.7.2-1.21.5,0,500,0,0,0,0,play.rodion-network.com.png
blood-italian.it,Unknown,Unknown,NO-PREMIUM,FlameCord 1.7.x-1.20.x,0,100,0,0,0,0,blood-italian.it.png
atm10.playcdu.co,Unknown,Unknown,DESCONOCIDO,1.21.1,0,40,0,0,0,0,atm10.playcdu.co.png
mc.survivalquest.net,Unknown,Unknown,PREMIUM,Velocity 1.7.2-1.21.8,0,500,0,0,0,0,
aqua.arsonsetups.com,Unknown,Unknown,NO-PREMIUM,§bArsonSetups §7┃ §b1.16 - 1.20,0,1,10,0,0,0,aqua.arsonsetups.com.png
mc.xc2.ca,Unknown,Unknown,DESCONOCIDO,Paper 1.21.4,0,20,0,0,0,0,
play.purity-mc.com,Unknown,Unknown,DESCONOCIDO,Paper 1.19.4,0,50,0,0,0,0,play.purity-mc.com.png
lachcraft.de,Unknown,Unknown,DESCONOCIDO,Paper 1.19.4,0,42,0,0,0,0,lachcraft.de.png
play.scavengedshores.com,Unknown,Unknown,DESCONOCIDO,§4Maintenance,0,20,2,2,0,2,
matasaba.com,Unknown,Unknown,DESCONOCIDO,Paper 1.21.4,0,200,0,0,0,0,
dark-smp.xyz,Unknown,Unknown,DESCONOCIDO,Darkness 1.21.4,0,200,3,3,0,3,dark-smp.xyz.png
play.qcraft.nl,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.8,0,20,8,0,0,0,play.qcraft.nl.png
themutiny.org,Unknown,Unknown,DESCONOCIDO,Paper 1.20.6,0,150,0,0,0,0,themutiny.org.png
play.aryntius.net,Unknown,Unknown,PREMIUM,BungeeCord 1.8.x-1.21.x,0,100,5,0,0,0,play.aryntius.net.png
continuum.apexmc.co,Unknown,Unknown,DESCONOCIDO,Paper 1.21.1,0,100,0,0,0,0,
play.snowfoxmc.net,Unknown,Unknown,DESCONOCIDO,Purpur 1.20.1,0,100,0,0,0,0,play.snowfoxmc.net.png
mc.jifercraft.com,Unknown,Unknown,NO-PREMIUM,§cRequiere MC 1.17 / 1.21,0,500,0,0,0,0,mc.jifercraft.com.png
m.fpt.icu,Unknown,Unknown,DESCONOCIDO,Paper 1.21.8,0,25,0,0,0,0,m.fpt.icu.png
play.futurerealms.nl:25565,Unknown,Unknown,NO-PREMIUM,BungeeCord 1.8.x-1.21.x,0,1,0,0,0,0,
ATM10.auroragamingnetworks.com,Unknown,Unknown,DESCONOCIDO,1.21.1,0,20,0,0,0,0,ATM10.auroragamingnetworks.com.png
dragonsword.com:25565,Unknown,Unknown,PREMIUM,BungeeCord 1.8.x-1.21.x,0,1,0,0,0,0,
Yeetmaster.apexmc.co,Unknown,Unknown,DESCONOCIDO,Paper 1.19.3,0,100,0,0,0,0,Yeetmaster.apexmc.co.png
play.anotherMC.net,Unknown,Unknown,DESCONOCIDO,Paper 1.20.4,0,15,0,0,0,0,play.anotherMC.net.png
play.goldensandsmc.com,Unknown,Unknown,PREMIUM,"Travertine 1.7.x, 1.8.x, 1.9.x, 1.10.x, 1.11.x, 1.12.x, 1.13.x, 1.14.x, 1.15.x, 1.16.x, 1.17.x, 1.18.x, 1.19.x",0,50,0,0,0,0,play.goldensandsmc.com.png
scoville.network,Unknown,Unknown,DESCONOCIDO,Spigot 1.12,0,120,0,0,0,0,scoville.network.png
alfheim.pw,Unknown,Unknown,NO-PREMIUM,§c1.7.2,0,60,0,0,0,0,alfheim.pw.png
warship.gg,Unknown,Unknown,NO-PREMIUM,FlameCord 1.7.x-1.21.x,0,500,0,0,0,0,warship.gg.png
mc.sqware.pro,Unknown,Unknown,PREMIUM,Velocity 1.7.2-1.21.10,0,1337,0,0,0,0,mc.sqware.pro.png
towercraft.de,Unknown,Unknown,PREMIUM,§4§oCLOSED §8§o» §f§l§o☕,0,20,0,0,0,0,towercraft.de.png
play.plumomc.com,Unknown,Unknown,DESCONOCIDO,§4Returning,0,3000,2,0,0,0,play.plumomc.com.png
play.blufantasy.online,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.9,0,2000,0,0,0,0,play.blufantasy.online.png
minezone.club:25565,Unknown,Unknown,PREMIUM,PaperSpigot 1.8.8,0,1,0,0,0,0,minezone.club_25565.png
minecraftlettertjes.dgzone.nl,Unknown,Unknown,DESCONOCIDO,Spigot 1.20.1,0,10,0,0,0,0,minecraftlettertjes.dgzone.nl.png
server.zintuigencraft.nl:25565,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,0,90,0,0,0,0,server.zintuigencraft.nl_25565.png
play.minewild.hu,Unknown,Unknown,DESCONOCIDO,Szükséges verzió: 1.20.1-1.21.8,0,1000,0,0,0,0,play.minewild.hu.png
stanimus.apexmc.co:25565,Unknown,Unknown,DESCONOCIDO,Paper 1.21.7,0,1337,0,0,0,0,stanimus.apexmc.co_25565.png
play.taverncraft.tk,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.1,0,100,0,0,0,0,
EndPortal.org,Unknown,Unknown,PREMIUM,EndPortal  1.12.2-1.19.4,0,250,0,0,0,0,EndPortal.org.png
sk.network,Unknown,Unknown,PREMIUM,BungeeCord 1.8.x-1.21.x,0,1,0,0,0,0,sk.network.png
M8Server.eu,Unknown,Unknown,DESCONOCIDO,Offline,0,0,0,0,0,0,M8Server.eu.png
hard.f5.si,Unknown,Unknown,DESCONOCIDO,Purpur 1.20.1,0,20,0,0,0,0,hard.f5.si.png
kineticraft.net:25565,Unknown,Unknown,DESCONOCIDO,Paper 1.20.1,0,60,8,0,0,0,kineticraft.net_25565.png
veganminecraft.com,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,0,500,0,0,0,0,veganminecraft.com.png
vanilla.techfurs.com,Unknown,Unknown,PREMIUM,TFProxy 1.7.x-1.18.x,0,200,0,0,0,0,vanilla.techfurs.com.png
minecraftsurvival.dgzone.nl,Unknown,Unknown,DESCONOCIDO,Spigot 1.20.1,0,10,0,0,0,0,minecraftsurvival.dgzone.nl.png
shantitribe.eu:25565,Unknown,Unknown,DESCONOCIDO,Purpur 1.21.5,0,20,0,0,0,0,
wyndbox.com,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.5,0,2025,0,0,0,0,wyndbox.com.png
tbstudio.be,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,0,1000000,0,0,0,0,tbstudio.be.png
play.renteraonline.com,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.8,0,200,0,0,0,0,play.renteraonline.com.png
thevanillaprojectmc.com,Unknown,Unknown,DESCONOCIDO,Paper 1.21.8,0,100,0,0,0,0,thevanillaprojectmc.com.png
sawasdeemc.net:25565,Unknown,Unknown,DESCONOCIDO,FlameCord 1.7.x-1.21.x,0,1,0,0,0,0,sawasdeemc.net_25565.png
mc.edvin.co.il,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.9,0,500,0,0,0,0,mc.edvin.co.il.png
mc1.aliveuniverse.de,Unknown,Unknown,PREMIUM,Purpur 1.20.6,0,200,0,0,0,0,mc1.aliveuniverse.de.png
play.vengeancecraft.net,Unknown,Unknown,NO-PREMIUM,Paper 1.21.8,0,2025,0,0,0,0,play.vengeancecraft.net.png
play.kelds.net,Unknown,Unknown,NO-PREMIUM,Velocity 1.7.2-1.21.7,0,2025,0,0,0,0,play.kelds.net.png
mc.survivalcraft.info:25565,Unknown,Unknown,DESCONOCIDO,Paper 1.21.6,0,30,0,0,0,0,mc.survivalcraft.info_25565.png
mc.builderintw.net,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,0,500,2,2,0,2,mc.builderintw.net.png
ekomc.pl:25565,Unknown,Unknown,DESCONOCIDO,ekomc.pl 1.20.1 1.20.1,0,50,0,0,0,0,
r7.playcdu.co,Unknown,Unknown,DESCONOCIDO,Offline,0,0,0,0,0,0,r7.playcdu.co.png
bclcraft.casacam.net,Unknown,Unknown,NO-PREMIUM,BungeeCord 1.8.x-1.19.x,0,2023,0,0,0,0,bclcraft.casacam.net.png
mineprime.com:25565,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,0,2025,0,0,0,0,mineprime.com_25565.png
rebelmc.net:25565,Unknown,Unknown,DESCONOCIDO,1.21.10,0,250,0,0,0,0,rebelmc.net_25565.png
chunkymonkey.fun:25565,Unknown,Unknown,PREMIUM,BungeeCord 1.8.x-1.21.x,0,35,0,0,0,0,chunkymonkey.fun_25565.png
uniquity.apexmc.co,Unknown,Unknown,DESCONOCIDO,Paper 1.19.3,0,100,0,0,0,0,uniquity.apexmc.co.png
play.frostcast.network,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.20.1,0,70,0,0,0,0,play.frostcast.network.png
mc.crescentcove.net,Unknown,Unknown,DESCONOCIDO,Paper 1.20.1,0,60,0,0,0,0,mc.crescentcove.net.png
mc.playtsc.com,Unknown,Unknown,DESCONOCIDO,Paper 1.21.10,0,20,0,0,0,0,mc.playtsc.com.png
dc.us.playcdu.co,Unknown,Unknown,DESCONOCIDO,Offline,0,0,0,0,0,0,dc.us.playcdu.co.png
mp.terrorgames.ro,Unknown,Unknown,DESCONOCIDO,1.8-1.21.6 (BlockyStudios Velocity 1.1.0),0,100,6,6,0,6,mp.terrorgames.ro.png
Continental-MC.net,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.8,0,150,0,0,0,0,Continental-MC.net.png
play.dynastymc.org,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.7,0,300,0,0,0,0,
splattercraft.hopto.org,Unknown,Unknown,DESCONOCIDO,1.21,0,52,0,0,0,0,splattercraft.hopto.org.png
ca.playcdu.co,Unknown,Unknown,DESCONOCIDO,1.21.1,0,40,0,0,0,0,ca.playcdu.co.png
play.thebruhclub.com,Unknown,Unknown,DESCONOCIDO,Pufferfish 1.21.1,0,20,0,0,0,0,
play.aoris.net:25565,Unknown,Unknown,PREMIUM,BungeeCord 1.8.x-1.21.x,0,100,0,0,0,0,play.aoris.net_25565.png
revis-live.de:25565,Unknown,Unknown,PREMIUM,Waterfall 1.20.1,0,250,7,0,0,0,revis-live.de_25565.png
mmp.playcdu.co,Unknown,Unknown,DESCONOCIDO,1.21.1,0,40,0,0,0,0,mmp.playcdu.co.png
e2r.ddns.net,Unknown,Unknown,DESCONOCIDO,Paper 1.21.7,0,10,0,0,0,0,e2r.ddns.net.png
server.gifted-minecraft.com,Unknown,Unknown,DESCONOCIDO,Paper 1.20.1,0,20,0,0,0,0,server.gifted-minecraft.com.png
mc.CreeperVillage3.casa:25565,Unknown,Unknown,PREMIUM,BungeeCord 1.8.x-1.21.x,0,1,0,0,0,0,
smp.hohgaming.com,Unknown,Unknown,DESCONOCIDO,Paper 1.21.4,0,100,0,0,0,0,smp.hohgaming.com.png
worldofminecraft.fun,Unknown,Unknown,DESCONOCIDO,Paper 1.20.4,0,9999,0,0,0,0,
mc.gamesofeducation.com,Unknown,Unknown,DESCONOCIDO,§aJoin here ->                                                     §fPlayers: §a0/1000,0,1001,0,0,0,0,
45.59.171.160,Unknown,Unknown,DESCONOCIDO,Purpur 1.21.1,0,75,0,0,0,0,
play.minecraft-id.net,Unknown,Unknown,NO-PREMIUM,Velocity 1.7.2-1.21.10,0,1,6,6,0,6,play.minecraft-id.net.png
statech.boxxynetwork.eu,Unknown,Unknown,DESCONOCIDO,1.19.2,0,24,0,0,0,0,statech.boxxynetwork.eu.png
lumogames.de,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.8,0,50,0,0,0,0,lumogames.de.png
beach.apexmc.co:25624,Unknown,Unknown,DESCONOCIDO,Paper 1.20.1,0,50,0,0,0,0,beach.apexmc.co_25624.png
mindofmine.de,Unknown,Unknown,PREMIUM,BungeeCord 1.8.x-1.21.x,0,100,0,0,0,0,mindofmine.de.png
smp.kidlesscraft.com,Unknown,Unknown,DESCONOCIDO,Paper 1.21.10,0,32,0,0,0,0,smp.kidlesscraft.com.png
mc.pablion.net,Unknown,Unknown,PREMIUM,Use between 1.8.x-1.21.x,0,60,0,0,0,0,mc.pablion.net.png
mcl-roleplay.de,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.9,0,100,0,0,0,0,mcl-roleplay.de.png
gemcsv.ddns.net,Unknown,Unknown,PREMIUM,"Waterfall 1.8.x, 1.9.x, 1.10.x, 1.11.x, 1.12.x, 1.13.x, 1.14.x, 1.15.x, 1.16.x, 1.17.x, 1.18.x, 1.19.x, 1.20.x, 1.21.x",0,60,1,0,0,0,gemcsv.ddns.net.png
mc.technonetwork.xyz,Unknown,Unknown,DESCONOCIDO,Paper 1.20.4,0,100,2,0,0,0,mc.technonetwork.xyz.png
ManaMeta.net,Unknown,Unknown,DESCONOCIDO,Paper 1.20.6,0,25,0,0,0,0,
leafcraft.org,Unknown,Unknown,PREMIUM,"Waterfall 1.8.x, 1.9.x, 1.10.x, 1.11.x, 1.12.x, 1.13.x, 1.14.x, 1.15.x, 1.16.x, 1.17.x, 1.18.x, 1.19.x, 1.20.x, 1.21.x",0,1000,0,0,0,0,
mc.endercube.net,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.8,0,10,0,0,0,0,mc.endercube.net.png
play.rishon.systems,Unknown,Unknown,DESCONOCIDO,SELA 1.21,0,1000,0,0,0,0,play.rishon.systems.png
play.skyislands.net,Unknown,Unknown,PREMIUM,Velocity 1.7.2-1.21.9,0,200,0,0,0,0,play.skyislands.net.png
minecraft.f-craft.net,Unknown,Unknown,DESCONOCIDO,Paper 1.21.8,0,60,0,0,0,0,minecraft.f-craft.net.png
144.48.107.154,Unknown,Unknown,DESCONOCIDO,Paper 1.21.8,0,100,0,0,0,0,144.48.107.154.png
gategames.net,Unknown,Unknown,DESCONOCIDO,Paper 1.21.1,0,50,0,0,0,0,gategames.net.png
play.bloxblast.net,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.6,0,3000,0,0,0,0,play.bloxblast.net.png
skywardcraft.apexmc.co,Unknown,Unknown,DESCONOCIDO,Spigot 1.20.4,0,100,0,0,0,0,
bleachevolved.modded.fun,Unknown,Unknown,DESCONOCIDO,1.12.2,0,30,0,0,0,0,bleachevolved.modded.fun.png
mp.solacemc.net,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.8,0,50,0,0,0,0,mp.solacemc.net.png
imperio.games:25565,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.3,0,4000,0,0,0,0,imperio.games_25565.png
play.naturemc.net:25565,Unknown,Unknown,NO-PREMIUM,1.20-1.21.10,0,500,1,1,0,1,play.naturemc.net_25565.png
mc.impulsecraft.pro,Unknown,Unknown,DESCONOCIDO,Paper 1.21.1,0,250,0,0,0,0,mc.impulsecraft.pro.png
markkram.ddns.net:44008,Unknown,Unknown,DESCONOCIDO,Pufferfish 1.21.3,0,50,0,0,0,0,
smilshark.xyz,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.7,0,500,5,5,0,5,smilshark.xyz.png
mc.disneycaliforniadreams.com,Unknown,Unknown,DESCONOCIDO,Paper 1.17.1,0,256,0,0,0,0,mc.disneycaliforniadreams.com.png
vanilla.socalminecraft.com:25565,Unknown,Unknown,DESCONOCIDO,Paper 1.20.4,0,12,0,0,0,0,
game.thehostmeister.com:25565,Unknown,Unknown,DESCONOCIDO,Paper 1.21.1,0,100,0,0,0,0,game.thehostmeister.com_25565.png
mc.bengames.xyz,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,0,500,0,0,0,0,mc.bengames.xyz.png
play.explorerseden.eu,Unknown,Unknown,DESCONOCIDO,1.21.5,0,50,0,0,0,0,play.explorerseden.eu.png
play.faetalesmc.net,Unknown,Unknown,ERROR,Velocity 1.7.2-1.20.2,0,75,0,0,0,0,play.faetalesmc.net.png
play.reaktor-anarchy.gg,Unknown,Unknown,DESCONOCIDO,Reaktor 1.7.2-1.20.1,0,500,0,0,0,0,play.reaktor-anarchy.gg.png
redmc.xyz,Unknown,Unknown,DESCONOCIDO,Purpur 1.21.10,0,20,0,0,0,0,redmc.xyz.png
mc.agoria.ca,Unknown,Unknown,DESCONOCIDO,Paper 1.20.1,0,35,0,0,0,0,mc.agoria.ca.png
craft2.net,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.8,0,222,0,0,0,0,craft2.net.png
ChillTown.ddns.net:20358,Unknown,Unknown,DESCONOCIDO,Paper 1.21.4,0,3,0,0,0,0,ChillTown.ddns.net_20358.png
play.astrono.net,Unknown,Unknown,ERROR,Offline,0,0,0,0,0,0,
mc.survine.net,Unknown,Unknown,DESCONOCIDO,Paper 1.21.8,0,500,0,0,0,0,mc.survine.net.png
play.worldofeldin.com,Unknown,Unknown,DESCONOCIDO,Folia 1.21.8,0,100,0,0,0,0,play.worldofeldin.com.png
play.downtime.network,Unknown,Unknown,PREMIUM,§a0 Online§7 | 1.21.1+,0,100,0,0,0,0,play.downtime.network.png
mp.hexedmc.net,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,0,2025,0,0,0,0,mp.hexedmc.net.png
minecraft.lemmy.world:25565,Unknown,Unknown,DESCONOCIDO,1.20.4,0,20,0,0,0,0,
play.ghocom.net,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.7,0,650,0,0,0,0,play.ghocom.net.png
play.skolcraft.net,Unknown,Unknown,DESCONOCIDO,Paper 1.21.10,0,69,0,0,0,0,play.skolcraft.net.png
play.volcanware.xyz,Unknown,Unknown,PREMIUM,Paper 1.19.4,0,100,0,0,0,0,
play.royalnetwork.eu,Unknown,Unknown,NO-PREMIUM,"Waterfall 1.8.x, 1.9.x, 1.10.x, 1.11.x, 1.12.x, 1.13.x, 1.14.x, 1.15.x, 1.16.x, 1.17.x, 1.18.x, 1.19.x, 1.20.x, 1.21.x",0,50,0,0,0,0,play.royalnetwork.eu.png
play.hydronixmc.com,Unknown,Unknown,PREMIUM,BungeeCord 1.8.x-1.21.x,0,100,0,0,0,0,play.hydronixmc.com.png
griefermine.net,Unknown,Unknown,PREMIUM,Velocity 1.7.2-1.21.10,0,200,0,0,0,0,griefermine.net.png
play.insanegalaxy.com,Unknown,Unknown,DESCONOCIDO,§4Maintenance,0,500,2,0,0,0,play.insanegalaxy.com.png
play.afternoonteacraft.info,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.5,0,50,0,0,0,0,play.afternoonteacraft.info.png
atm9.playcdu.co,Unknown,Unknown,DESCONOCIDO,Offline,0,0,0,0,0,0,atm9.playcdu.co.png
morefun.apexmc.co,Unknown,Unknown,DESCONOCIDO,Paper 1.21.10,0,9999,0,0,0,0,morefun.apexmc.co.png
play.syntaxmc.org,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.8,0,1000,0,0,0,0,play.syntaxmc.org.png
prom.us.playcdu.co,Unknown,Unknown,ERROR,Offline,0,0,0,0,0,0,prom.us.playcdu.co.png
mc.lunworld.eu.org,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,0,100,6,6,0,6,mc.lunworld.eu.org.png
US-MI5B.RACKGENI.US:25565,Unknown,Unknown,PREMIUM,BungeeCord 1.8.x-1.21.x,0,50,0,0,0,0,US-MI5B.RACKGENI.US_25565.png
